#,uniqueID,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,EXP,MALE,FEMALE,Catch Rate,HEIGHT(dm),WEIGHT(hectogram) ,FRIENDSHIP,BASE EXP YEILD,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Total EVs,Egg Group 1,Egg Group 2,Cycles,Steps,Gen III,Gen IV,Gen V-VI,Gen VII
524,524,Roggenrola,Rock,,280,55,75,85,25,25,15,5,FALSE,MS,50,50,255,4,180,70,56,0,0,1,0,0,0,1,Mineral,—,15,—,—,—,3855,3840
525,525,Boldore,Rock,,390,70,105,105,50,40,20,5,FALSE,MS,50,50,120,9,1020,70,137,0,1,1,0,0,0,2,Mineral,—,15,—,—,—,3855,3840
526,526,Gigalith,Rock,,515,85,135,130,60,80,25,5,FALSE,MS,50,50,45,17,2600,70,232,0,3,0,0,0,0,3,Mineral,—,15,—,—,—,3855,3840
527,527,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,FALSE,MF,50,50,190,4,21,70,65,0,0,0,0,0,1,1,Field,Flying,15,—,—,—,3855,3840
528,528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,FALSE,MF,50,50,45,9,105,70,149,0,0,0,0,0,2,2,Field,Flying,15,—,—,—,3855,3840
529,529,Drilbur,Ground,,328,60,85,40,30,45,68,5,FALSE,MF,50,50,120,3,85,70,66,0,1,0,0,0,0,1,Field,—,20,—,—,—,5140,5120
530,530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,FALSE,MF,50,50,60,7,404,70,178,0,2,0,0,0,0,2,Field,—,20,—,—,—,5140,5120
531,531,Audino,Normal,,445,103,60,86,60,86,50,5,FALSE,FA,50,50,255,11,310,70,390,2,0,0,0,0,0,2,Fairy,—,20,—,—,—,5140,5120
531,531M,Audino (Mega Audino),Normal,Fairy,545,103,60,126,80,126,50,5,FALSE,FA,50,50,,15,320,70,425,2,0,0,0,0,0,2,Fairy,—,20,—,—,—,5140,5120
532,532,Timburr,Fighting,,305,75,80,55,25,35,35,5,FALSE,MS,75,25,180,6,125,70,61,0,1,0,0,0,0,1,Human-Like,—,20,—,—,—,5140,5120
533,533,Gurdurr,Fighting,,405,85,105,85,40,50,40,5,FALSE,MS,75,25,90,12,400,70,142,0,2,0,0,0,0,2,Human-Like,—,20,—,—,—,5140,5120
534,534,Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,FALSE,MS,75,25,45,14,870,70,227,0,3,0,0,0,0,3,Human-Like,—,20,—,—,—,5140,5120
535,535,Tympole,Water,,294,50,50,40,50,40,64,5,FALSE,MS,50,50,255,5,45,70,59,0,0,0,0,0,1,1,Water 1,—,20,—,—,—,5140,5120
536,536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,FALSE,MS,50,50,120,8,170,70,134,2,0,0,0,0,0,2,Water 1,—,20,—,—,—,5140,5120
537,537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,FALSE,MS,50,50,45,15,620,70,229,3,0,0,0,0,0,3,Water 1,—,20,—,—,—,5140,5120
538,538,Throh,Fighting,,465,120,100,85,30,85,45,5,FALSE,MF,100,0,45,13,555,70,163,2,0,0,0,0,0,2,Human-Like,—,20,—,—,—,5140,5120
539,539,Sawk,Fighting,,465,75,125,75,30,75,85,5,FALSE,MF,100,0,45,14,510,70,163,0,2,0,0,0,0,2,Human-Like,—,20,—,—,—,5140,5120
540,540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,FALSE,MS,50,50,255,3,25,70,62,0,0,1,0,0,0,1,Bug,—,15,—,—,—,3855,3840
541,541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,FALSE,MS,50,50,120,5,73,70,133,0,0,2,0,0,0,2,Bug,—,15,—,—,—,3855,3840
542,542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,FALSE,MS,50,50,45,12,205,70,225,0,3,0,0,0,0,3,Bug,—,15,—,—,—,3855,3840
543,543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,FALSE,MS,50,50,255,4,53,70,52,0,0,1,0,0,0,1,Bug,—,15,—,—,—,3855,3840
544,544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,FALSE,MS,50,50,120,12,585,70,126,0,0,2,0,0,0,2,Bug,—,15,—,—,—,3855,3840
545,545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,FALSE,MS,50,50,45,25,2005,70,218,0,0,0,0,0,3,3,Bug,—,15,—,—,—,3855,3840
546,546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,FALSE,MF,50,50,190,3,6,70,56,0,0,0,0,0,1,1,Grass,Fairy,20,—,—,—,5140,5120
547,547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,FALSE,MF,50,50,75,7,66,70,168,0,0,0,0,0,2,2,Grass,Fairy,20,—,—,—,5140,5120
548,548,Petilil,Grass,,280,45,35,50,70,50,30,5,FALSE,MF,0,100,190,5,66,70,56,0,0,0,1,0,0,1,Grass,—,20,—,—,—,5140,5120
549,549,Lilligant,Grass,,480,70,60,75,110,75,90,5,FALSE,MF,0,100,75,11,163,70,168,0,0,0,2,0,0,2,Grass,—,20,—,—,—,5140,5120
550,550,Basculin(Red-Stripe),Water,,460,70,92,65,80,55,98,5,FALSE,MF,50,50,25,10,180,70,161,0,0,0,0,0,2,2,Water 2,—,40,—,—,—,10280,10240
550,,Basculin(Blue-Stripe),Water,,460,70,92,65,80,55,98,5,FALSE,MF,50,50,,10,180,70,161,0,0,0,0,0,2,2,Water 2,—,40,—,—,—,10280,10240
551,551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,FALSE,MS,50,50,180,7,152,70,58,0,1,0,0,0,0,1,Field,—,20,—,—,—,5140,5120
552,552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,FALSE,MS,50,50,90,10,334,70,123,0,2,0,0,0,0,2,Field,—,20,—,—,—,5140,5120
553,553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,FALSE,MS,50,50,45,15,963,70,234,0,3,0,0,0,0,3,Field,—,20,—,—,—,5140,5120
554,554,Darumaka,Fire,,315,70,90,45,15,45,50,5,FALSE,MS,50,50,120,6,375,70,63,0,1,0,0,0,0,1,Field,—,20,—,—,—,5140,5120
555,555,Darmanitan (Standard Mode),Fire,,480,105,140,55,30,55,95,5,FALSE,MS,50,50,60,13,929,70,168,0,2,0,0,0,0,2,Field,—,20,—,—,—,5140,5120
555,555,Darmanitan (Zen Mode),Fire,Psychic,540,105,30,105,140,105,55,5,FALSE,MS,50,50,,13,929,70,189,0,0,0,2,0,0,2,Field,—,20,—,—,—,5140,5120
556,556,Maractus,Grass,,461,75,86,67,106,67,60,5,FALSE,MF,50,50,255,10,280,70,161,0,0,0,2,0,0,2,Grass,—,20,—,—,—,5140,5120
557,557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,FALSE,MF,50,50,190,3,145,70,65,0,0,1,0,0,0,1,Bug,Mineral,20,—,—,—,5140,5120
558,558,Crustle,Bug,Rock,475,70,95,125,65,75,45,5,FALSE,MF,50,50,75,14,2000,70,170,0,0,2,0,0,0,2,Bug,Mineral,20,—,—,—,5140,5120
559,559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,FALSE,MF,50,50,180,6,118,35,70,0,1,0,0,0,0,1,Field,Dragon,15,—,—,—,3855,3840
560,560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,FALSE,MF,50,50,90,11,300,70,171,0,0,1,0,1,0,2,Field,Dragon,15,—,—,—,3855,3840
561,561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,FALSE,MF,50,50,45,14,140,70,172,0,0,0,2,0,0,2,Flying,—,20,—,—,—,5140,5120
562,562,Yamask,Ghost,,303,38,30,85,55,65,30,5,FALSE,MF,50,50,190,5,15,70,61,0,0,1,0,0,0,1,Mineral,Amorphous,25,—,—,—,6425,6400
563,563,Cofagrigus,Ghost,,483,58,50,145,95,105,30,5,FALSE,MF,50,50,90,17,765,70,169,0,0,2,0,0,0,2,Mineral,Amorphous,25,—,—,—,6425,6400
564,564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,FALSE,MF,87.5,12.5,45,7,165,70,71,0,0,1,0,0,0,1,Water 1,Water 3,30,—,—,—,7710,7680
565,565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,FALSE,MF,87.5,12.5,45,12,810,70,173,0,0,2,0,0,0,2,Water 1,Water 3,30,—,—,—,7710,7680
566,566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,FALSE,MF,87.5,12.5,45,5,95,70,71,0,1,0,0,0,0,1,Flying,Water 3,30,—,—,—,7710,7680
567,567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,FALSE,MF,87.5,12.5,45,14,320,70,177,0,2,0,0,0,0,2,Flying,Water 3,30,—,—,—,7710,7680
568,568,Trubbish,Poison,,329,50,50,62,40,62,65,5,FALSE,MF,50,50,190,6,310,70,66,0,0,0,0,0,1,1,Mineral,—,20,—,—,—,5140,5120
569,569,Garbodor,Poison,,474,80,95,82,60,82,75,5,FALSE,MF,50,50,60,19,1073,70,166,0,2,0,0,0,0,2,Mineral,—,20,—,—,—,5140,5120
570,570,Zorua,Dark,,330,40,65,40,80,40,65,5,FALSE,MS,87.5,12.5,75,7,125,70,66,0,0,0,1,0,0,1,Field,—,25,—,—,—,6425,6400
571,571,Zoroark,Dark,,510,60,105,60,120,60,105,5,FALSE,MS,87.5,12.5,45,16,811,70,179,0,0,0,2,0,0,2,Field,—,25,—,—,—,6425,6400
572,572,Minccino,Normal,,300,55,50,40,40,40,75,5,FALSE,FA,25,75,255,4,58,70,60,0,0,0,0,0,1,1,Field,—,15,—,—,—,3855,3840
573,573,Cinccino,Normal,,470,75,95,60,65,60,115,5,FALSE,FA,25,75,60,5,75,70,165,0,0,0,0,0,2,2,Field,—,15,—,—,—,3855,3840
574,574,Gothita,Psychic,,290,45,30,50,55,65,45,5,FALSE,MS,25,75,200,4,58,70,58,0,0,0,0,1,0,1,Human-Like,—,20,—,—,—,5140,5120
575,575,Gothorita,Psychic,,390,60,45,70,75,85,55,5,FALSE,MS,25,75,100,7,180,70,137,0,0,0,0,2,0,2,Human-Like,—,20,—,—,—,5140,5120
576,576,Gothitelle,Psychic,,490,70,55,95,95,110,65,5,FALSE,MS,25,75,50,15,440,70,221,0,0,0,0,3,0,3,Human-Like,—,20,—,—,—,5140,5120
577,577,Solosis,Psychic,,290,45,30,40,105,50,20,5,FALSE,MS,50,50,200,3,10,70,58,0,0,0,1,0,0,1,Amorphous,—,20,—,—,—,5140,5120
578,578,Duosion,Psychic,,370,65,40,50,125,60,30,5,FALSE,MS,50,50,100,6,80,70,130,0,0,0,2,0,0,2,Amorphous,—,20,—,—,—,5140,5120
579,579,Reuniclus,Psychic,,490,110,65,75,125,85,30,5,FALSE,MS,50,50,50,10,201,70,221,0,0,0,3,0,0,3,Amorphous,—,20,—,—,—,5140,5120
580,580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,FALSE,MF,50,50,190,5,55,70,61,1,0,0,0,0,0,1,Water 1,Flying,20,—,—,—,5140,5120
581,581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,FALSE,MF,50,50,45,13,242,70,166,0,0,0,0,0,2,2,Water 1,Flying,20,—,—,—,5140,5120
582,582,Vanillite,Ice,,305,36,50,50,65,60,44,5,FALSE,SL,50,50,255,4,57,70,61,0,0,0,1,0,0,1,Mineral,—,20,—,—,—,5140,5120
583,583,Vanillish,Ice,,395,51,65,65,80,75,59,5,FALSE,SL,50,50,120,11,410,70,138,0,0,0,2,0,0,2,Mineral,—,20,—,—,—,5140,5120
584,584,Vanilluxe,Ice,,535,71,95,85,110,95,79,5,FALSE,SL,50,50,45,13,575,70,241,0,0,0,3,0,0,3,Mineral,—,20,—,—,—,5140,5120
585,585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,FALSE,MF,50,50,190,6,195,70,67,0,0,0,0,0,1,1,Field,—,20,—,—,—,5140,5120
586,586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,FALSE,MF,50,50,75,19,925,70,166,0,2,0,0,0,0,2,Field,—,20,—,—,—,5140,5120
587,587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,FALSE,MF,50,50,200,4,50,70,150,0,0,0,0,0,2,2,Field,—,20,—,—,—,5140,5120
588,588,Karrablast,Bug,,315,50,75,45,40,45,60,5,FALSE,MF,50,50,200,5,59,70,63,0,1,0,0,0,0,1,Bug,—,15,—,—,—,3855,3840
589,589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,FALSE,MF,50,50,75,10,330,70,173,0,2,0,0,0,0,2,Bug,—,15,—,—,—,3855,3840
590,590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,FALSE,MF,50,50,190,2,10,70,59,1,0,0,0,0,0,1,Grass,—,20,—,—,—,5140,5120
591,591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,FALSE,MF,50,50,75,6,105,70,162,2,0,0,0,0,0,2,Grass,—,20,—,—,—,5140,5120
592,592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,FALSE,MF,50,50,190,12,330,70,67,0,0,0,0,1,0,1,Amorphous,—,20,—,—,—,5140,5120
593,593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,FALSE,MF,50,50,60,22,1350,70,168,0,0,0,0,2,0,2,Amorphous,—,20,—,—,—,5140,5120
594,594,Alomomola,Water,,470,165,75,80,40,45,65,5,FALSE,FA,50,50,75,12,316,70,165,2,0,0,0,0,0,2,Water 1,Water 2,40,—,—,—,10280,10240
595,595,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,FALSE,MF,50,50,190,1,6,70,64,0,0,0,0,0,1,1,Bug,—,20,—,—,—,5140,5120
596,596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,FALSE,MF,50,50,75,8,143,70,165,0,0,0,0,0,2,2,Bug,—,20,—,—,—,5140,5120
597,597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,FALSE,MF,50,50,255,6,188,70,61,0,0,1,0,0,0,1,Grass,Mineral,20,—,—,—,5140,5120
598,598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,FALSE,MF,50,50,90,10,1100,70,171,0,0,2,0,0,0,2,Grass,Mineral,20,—,—,—,5140,5120
599,599,Klink,Steel,,300,40,55,70,45,60,30,5,FALSE,MS,0,0,130,3,210,70,60,0,0,1,0,0,0,1,Mineral,—,20,—,—,—,5140,5120
600,600,Klang,Steel,,440,60,80,95,70,85,50,5,FALSE,MS,0,0,60,6,510,70,154,0,0,2,0,0,0,2,Mineral,—,20,—,—,—,5140,5120
601,601,Klinklang,Steel,,520,60,100,115,70,85,90,5,FALSE,MS,0,0,30,6,810,70,234,0,0,3,0,0,0,3,Mineral,—,20,—,—,—,5140,5120
602,602,Tynamo,Electric,,275,35,55,40,45,40,60,5,FALSE,SL,50,50,190,2,3,70,55,0,0,0,0,0,1,1,Amorphous,—,20,—,—,—,5140,5120
603,603,Eelektrik,Electric,,405,65,85,70,75,70,40,5,FALSE,SL,50,50,60,12,220,70,142,0,2,0,0,0,0,2,Amorphous,—,20,—,—,—,5140,5120
604,604,Eelektross,Electric,,515,85,115,80,105,80,50,5,FALSE,SL,50,50,30,21,805,70,232,0,3,0,0,0,0,3,Amorphous,—,20,—,—,—,5140,5120
605,605,Elgyem,Psychic,,335,55,55,55,85,55,30,5,FALSE,MF,50,50,255,5,90,70,67,0,0,0,1,0,0,1,Human-Like,—,20,—,—,—,5140,5120
606,606,Beheeyem,Psychic,,485,75,75,75,125,95,40,5,FALSE,MF,50,50,90,10,345,70,170,0,0,0,2,0,0,2,Human-Like,—,20,—,—,—,5140,5120
607,607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,FALSE,MS,50,50,190,3,31,70,55,0,0,0,1,0,0,1,Amorphous,—,20,—,—,—,5140,5120
608,608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,FALSE,MS,50,50,90,6,130,70,130,0,0,0,2,0,0,2,Amorphous,—,20,—,—,—,5140,5120
609,609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,FALSE,MS,50,50,45,10,343,70,234,0,0,0,3,0,0,3,Amorphous,—,20,—,—,—,5140,5120
610,610,Axew,Dragon,,320,46,87,60,30,40,57,5,FALSE,SL,50,50,75,6,180,35,64,0,1,0,0,0,0,1,Monster,Dragon,40,—,—,—,10280,10240
611,611,Fraxure,Dragon,,410,66,117,70,40,50,67,5,FALSE,SL,50,50,60,10,360,35,144,0,2,0,0,0,0,2,Monster,Dragon,40,—,—,—,10280,10240
612,612,Haxorus,Dragon,,540,76,147,90,60,70,97,5,FALSE,SL,50,50,45,18,1055,35,243,0,3,0,0,0,0,3,Monster,Dragon,40,—,—,—,10280,10240
613,613,Cubchoo,Ice,,305,55,70,40,60,40,40,5,FALSE,MF,50,50,120,5,85,70,61,0,1,0,0,0,0,1,Field,—,20,—,—,—,5140,5120
614,614,Beartic,Ice,,485,95,110,80,70,80,50,5,FALSE,MF,50,50,60,26,2600,70,177,0,2,0,0,0,0,2,Field,—,20,—,—,—,5140,5120
615,615,Cryogonal,Ice,,485,70,50,30,95,135,105,5,FALSE,MF,0,0,25,11,1480,70,180,0,0,0,0,2,0,2,Mineral,—,25,—,—,—,6425,6400
616,616,Shelmet,Bug,,305,50,40,85,40,65,25,5,FALSE,MF,50,50,200,4,77,70,61,0,0,1,0,0,0,1,Bug,—,15,—,—,—,3855,3840
617,617,Accelgor,Bug,,495,80,70,40,100,60,145,5,FALSE,MF,50,50,75,8,253,70,173,0,0,0,0,0,2,2,Bug,—,15,—,—,—,3855,3840
618,618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,FALSE,MF,50,50,75,7,110,70,165,2,0,0,0,0,0,2,Water 1,Amorphous,20,—,—,—,5140,5120
619,619,Mienfoo,Fighting,,350,45,85,50,55,50,65,5,FALSE,MS,50,50,180,9,200,70,70,0,1,0,0,0,0,1,Field,Human-Like,25,—,—,—,6425,6400
620,620,Mienshao,Fighting,,510,65,125,60,95,60,105,5,FALSE,MS,50,50,45,14,355,70,179,0,2,0,0,0,0,2,Field,Human-Like,25,—,—,—,6425,6400
621,621,Druddigon,Dragon,,485,77,120,90,60,90,48,5,FALSE,MF,50,50,45,16,1390,70,170,0,2,0,0,0,0,2,Dragon,Monster,30,—,—,—,7710,7680
622,622,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,FALSE,MF,0,0,190,10,920,70,61,0,1,0,0,0,0,1,Mineral,—,25,—,—,—,6425,6400
623,623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,FALSE,MF,0,0,90,28,3300,70,169,0,2,0,0,0,0,2,Mineral,—,25,—,—,—,6425,6400
624,624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,FALSE,MF,50,50,120,5,102,35,68,0,1,0,0,0,0,1,Human-Like,—,20,—,—,—,5140,5120
625,625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,FALSE,MF,50,50,45,16,700,35,172,0,2,0,0,0,0,2,Human-Like,—,20,—,—,—,5140,5120
626,626,Bouffalant,Normal,,490,95,110,95,40,95,55,5,FALSE,MF,50,50,45,16,946,70,172,0,2,0,0,0,0,2,Field,—,20,—,—,—,5140,5120
627,627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,FALSE,SL,100,0,190,5,105,70,70,0,1,0,0,0,0,1,Flying,—,20,—,—,—,5140,5120
628,628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,FALSE,SL,100,0,60,15,410,70,179,0,2,0,0,0,0,2,Flying,—,20,—,—,—,5140,5120
629,629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,FALSE,SL,0,100,190,5,90,35,74,0,0,1,0,0,0,1,Flying,—,20,—,—,—,5140,5120
630,630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,FALSE,SL,0,100,60,12,395,35,179,0,0,0,2,0,0,2,Flying,—,20,—,—,—,5140,5120
631,631,Heatmor,Fire,,484,85,97,66,105,66,65,5,FALSE,MF,50,50,90,14,580,70,169,0,0,0,2,0,0,2,Field,—,20,—,—,—,5140,5120
632,632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,FALSE,MF,50,50,90,3,330,70,169,0,0,2,0,0,0,2,Bug,—,20,—,—,—,5140,5120
633,633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,FALSE,SL,50,50,45,8,173,35,60,0,1,0,0,0,0,1,Dragon,—,40,—,—,—,10280,10240
634,634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,FALSE,SL,50,50,45,14,500,35,147,0,2,0,0,0,0,2,Dragon,—,40,—,—,—,10280,10240
635,635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,FALSE,SL,50,50,45,18,1600,35,270,0,0,0,3,0,0,3,Dragon,—,40,—,—,—,10280,10240
636,636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,FALSE,SL,50,50,45,11,288,70,72,0,1,0,0,0,0,1,Bug,—,40,—,—,—,10280,10240
637,637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,FALSE,SL,50,50,15,16,460,70,248,0,0,0,3,0,0,3,Bug,—,40,—,—,—,10280,10240
638,638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,TRUE,SL,0,0,3,21,2500,35,261,0,0,3,0,0,0,3,Undiscovered,—,80,—,—,—,20560,20480
639,639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,TRUE,SL,0,0,3,19,2600,35,261,0,3,0,0,0,0,3,Undiscovered,—,80,—,—,—,20560,20480
640,640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,TRUE,SL,0,0,3,20,2000,35,261,0,0,0,0,3,0,3,Undiscovered,—,80,—,—,—,20560,20480
641,641,Tornadus (Incarnate Forme),Flying,,580,79,115,70,125,80,111,5,TRUE,SL,100,0,3,15,630,90,261,0,3,0,0,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
641,641,Tornadus (Therian Forme),Flying,,580,79,100,80,110,90,121,5,TRUE,SL,100,0,,14,630,90,261,0,0,0,0,0,3,3,Undiscovered,—,120,—,—,—,30840,30720
642,642,Thundurus (Incarnate Forme),Electric,Flying,580,79,115,70,125,80,111,5,TRUE,SL,100,0,3,15,610,90,261,0,3,0,0,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
642,642,Thundurus (Therian Forme),Electric,Flying,580,79,105,70,145,80,101,5,TRUE,SL,100,0,,30,610,90,261,0,0,0,3,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
643,643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,TRUE,SL,0,0,3,32,3300,0,306,0,0,0,3,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
644,644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,TRUE,SL,0,0,3,29,3450,0,306,0,3,0,0,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
645,645,Landorus (Incarnate Forme),Ground,Flying,600,89,125,90,115,80,101,5,TRUE,SL,100,0,3,15,680,90,270,0,0,0,3,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
645,645,Landorus (Therian Forme),Ground,Flying,600,89,145,90,105,80,91,5,TRUE,SL,100,0,,13,680,90,270,0,3,0,0,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
646,646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,TRUE,SL,0,0,3,30,3250,0,297,1,1,0,1,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
646,646,Kyurem (Black Kyurem),Dragon,Ice,700,125,170,100,120,90,95,5,TRUE,SL,0,0,,33,3250,0,315,0,3,0,0,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
646,646,Kyurem (White Kyurem),Dragon,Ice,700,125,120,90,170,100,95,5,TRUE,SL,0,0,3,36,3250,35,315,0,0,0,3,0,0,3,Undiscovered,—,120,—,—,—,30840,30720
647,647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,5,TRUE,SL,0,0,,14,485,35,261,0,0,0,3,0,0,3,Undiscovered,—,80,—,—,—,20560,20480
647,647R,Keldeo (Resolute Forme),Water,Fighting,580,91,72,90,129,90,108,5,TRUE,SL,0,0,,14,485,35,261,0,0,0,3,0,0,3,Undiscovered,—,80,—,—,—,20560,20480
648,648,Meloetta (Aria Forme),Normal,Psychic,600,100,77,77,128,128,90,5,TRUE,SL,0,0,3,6,65,100,270,0,0,0,1,1,1,3,Undiscovered,—,20,—,—,—,5140,5120
648,648,Meloetta (Pirouette Forme),Normal,Fighting,600,100,128,90,77,77,128,5,TRUE,SL,0,0,,6,65,100,270,0,1,1,0,0,1,3,Undiscovered,—,20,—,—,—,5140,5120
649,649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,TRUE,SL,0,0,3,15,825,0,270,0,1,0,1,0,1,3,Undiscovered,—,120,—,—,—,30840,30720
650,650,Chespin,Grass,,313,56,61,65,48,45,38,6,FALSE,MS,87.5,12.5,45,4,90,70,63,0,0,1,0,0,0,1,Field,—,20,—,—,—,5140,5120
651,651,Quilladin,Grass,,405,61,78,95,56,58,57,6,FALSE,MS,87.5,12.5,45,7,290,70,142,0,0,2,0,0,0,2,Field,—,20,—,—,—,5140,5120
652,652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,FALSE,MS,87.5,12.5,45,16,900,70,239,0,0,3,0,0,0,3,Field,—,20,—,—,—,5140,5120
653,653,Fennekin,Fire,,307,40,45,40,62,60,60,6,FALSE,MS,87.5,12.5,45,4,94,70,61,0,0,0,1,0,0,1,Field,—,20,—,—,—,5140,5120
654,654,Braixen,Fire,,409,59,59,58,90,70,73,6,FALSE,MS,87.5,12.5,45,10,145,70,143,0,0,0,2,0,0,2,Field,—,20,—,—,—,5140,5120
655,655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,FALSE,MS,87.5,12.5,45,15,390,70,240,0,0,0,3,0,0,3,Field,—,20,—,—,—,5140,5120
656,656,Froakie,Water,,314,41,56,40,62,44,71,6,FALSE,MS,87.5,12.5,45,3,70,70,63,0,0,0,0,0,1,1,Water 1,—,20,—,—,—,5140,5120
657,657,Frogadier,Water,,405,54,63,52,83,56,97,6,FALSE,MS,87.5,12.5,45,6,109,70,142,0,0,0,0,0,2,2,Water 1,—,20,—,—,—,5140,5120
658,658,Greninja,Water,Dark,530,72,95,67,103,71,122,6,FALSE,MS,87.5,12.5,45,15,400,70,239,0,0,0,0,0,3,3,Water 1,—,20,—,—,—,5140,5120
659,659,Bunnelby,Normal,,237,38,36,38,32,36,57,6,FALSE,MF,50,50,255,4,50,70,288,0,0,0,0,0,3,3,Field,—,15,—,—,—,3855,3840
660,660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,FALSE,MF,50,50,127,10,424,70,47,0,0,0,0,0,1,1,Field,—,15,—,—,—,3855,3840
661,661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,FALSE,MS,50,50,255,3,17,70,148,2,0,0,0,0,0,2,Flying,—,15,—,—,—,3855,3840
662,662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,FALSE,MS,50,50,120,7,160,70,56,0,0,0,0,0,1,1,Flying,—,15,—,—,—,3855,3840
663,663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,FALSE,MS,50,50,45,12,245,70,134,0,0,0,0,0,2,2,Flying,—,15,—,—,—,3855,3840
664,664,Scatterbug,Bug,,200,38,35,40,27,25,35,6,FALSE,MF,50,50,255,3,25,70,175,0,0,0,0,0,3,3,Bug,—,15,—,—,—,3855,3840
